@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0610293,AC,2002370,EUR,2415945,2001091,20260427,DIANE ALEXANDRE
FT0610294,AC,2001785,USD,4341549,2002154,20260427,ROBERT BENARD
FT0610295,AC,2001266,USD,1435610,2002961,20260427,ÉDITH FONTAINE-VALLET
FT0610296,AC,2002093,USD,2116120,2002738,20260427,ADRIEN SANCHEZ
FT0610297,AC,2000488,XAF,2968549,2000990,20260427,EMMANUEL SEGUIN
FT0610298,AC,2002949,EUR,3263545,2002526,20260427,JEANNINE LAMBERT LE RENARD
FT0610299,AC,2001697,USD,19110,2002420,20260427,JÉRÔME DUFOUR
FT0610300,AC,2000076,XAF,1150305,2002187,20260427,ÉLISE SIMON
FT0610301,AC,2001045,EUR,2062684,2002405,20260427,GEORGES GUYON
FT0610302,AC,2000882,XAF,258006,2002209,20260427,GILLES POULAIN-RENARD
FT0610303,AC,2002933,EUR,4011076,2000283,20260427,ASTRID ALEXANDRE
FT0610304,AC,2001392,XAF,234463,2000719,20260427,PHILIPPINE DE LA PETIT
FT0610305,AC,2001237,USD,3464334,2000816,20260427,MICHEL DU ARNAUD
FT0610306,AC,2000972,XAF,1162816,2000135,20260427,RENÉE CARLIER
FT0610307,AC,2000536,XAF,2949386,2002474,20260427,CONSTANCE-MARCELLE GEORGES
FT0610308,AC,2002968,XAF,4854633,2000750,20260427,JACQUES ALLAIN-GOMES
FT0610309,AC,2000069,XAF,1115581,2000337,20260427,WILLIAM DEVAUX
FT0610310,AC,2002241,XAF,4612496,2001106,20260427,PAUL MOREL
FT0610311,AC,2003017,XAF,1737908,2001488,20260427,ISAAC LECOMTE
FT0610312,AC,2000911,USD,526640,2000051,20260427,MATHILDE TOUSSAINT
FT0610313,AC,2000240,USD,4973015,2002840,20260427,LAURENT ROBERT
FT0610314,AC,2000980,XAF,3752177,2002394,20260427,GABRIELLE-SUSANNE BOUSQUET
FT0610315,AC,2001131,EUR,1590207,2000697,20260427,BERNADETTE ROYER
FT0610316,AC,2002590,EUR,1573148,2000689,20260427,ÉLÉONORE PRUVOST LE VAILLANT
FT0610317,AC,2001247,XAF,161766,2001214,20260427,NOËL LE RENARD
FT0610318,AC,2001339,USD,3449253,2003096,20260427,CHRISTIANE MAILLOT
FT0610319,AC,2001563,XAF,1978281,2002520,20260427,MARTHE GAUDIN
FT0610320,AC,2002933,EUR,3849320,2002701,20260427,ASTRID ALEXANDRE
FT0610321,AC,2002871,USD,4718117,2002161,20260427,ANTOINE DE RICHARD
FT0610322,AC,2000637,EUR,246976,2001543,20260427,ALFRED BAZIN
FT0610323,AC,2002990,XAF,2948709,2000668,20260427,FRANÇOIS LELIÈVRE-PASQUIER
FT0610324,AC,2000808,XAF,3467059,2002671,20260427,JEAN BARBE DE LA VERDIER
FT0610325,AC,2002015,EUR,1942061,2002900,20260427,MICHÈLE COSTA-LAMBERT
FT0610326,AC,2001945,EUR,4468273,2001091,20260427,CHARLES TRAORE
FT0610327,AC,2000828,USD,1816345,2000361,20260427,CÉCILE PINTO
FT0610328,AC,2000737,USD,1496624,2000966,20260427,ISABELLE COLAS LE GONZALEZ
FT0610329,AC,2000779,EUR,307274,2003188,20260427,VINCENT BOULANGER
FT0610330,AC,2000363,XAF,2841311,2001308,20260427,MARTINE BRUNEAU
FT0610331,AC,2000993,XAF,435262,2000009,20260427,GÉRARD MORENO
FT0610332,AC,2002616,USD,1107245,2003190,20260427,MARTHE GAUDIN
FT0610333,AC,2002455,EUR,3721197,2002483,20260427,LUCAS DE OLIVEIRA
FT0610334,AC,2002558,XAF,1705937,2002978,20260427,TRISTAN-HENRI BERNARD
FT0610335,AC,2002134,EUR,299407,2001135,20260427,ROBERT BLANCHARD
FT0610336,AC,2002752,XAF,3718833,2002144,20260427,MARGOT DANIEL
FT0610337,AC,2002489,EUR,106407,2002526,20260427,BENJAMIN NEVEU DU MICHEL
FT0610338,AC,2003183,USD,2059184,2002743,20260427,ARNAUDE DELORME DU HOARAU
FT0610339,AC,2002618,EUR,2533824,2000389,20260427,ALFRED DE LA MARCHAND
FT0610340,AC,2000578,USD,2928653,2002867,20260427,MARTIN BAILLY
FT0610341,AC,2000307,EUR,1489341,2001012,20260427,ANTOINE GRONDIN DU DUMONT
FT0610342,AC,2000650,USD,1462469,2003103,20260427,BENJAMIN TRAORE DU GARCIA
FT0610343,AC,2002941,XAF,3193660,2001813,20260427,FRANCK LE FABRE
FT0610344,AC,2002663,EUR,2914765,2000389,20260427,SUSAN CARON
FT0610345,AC,2001026,USD,4330121,2001333,20260427,CHRISTOPHE BÈGUE
FT0610346,AC,2003024,USD,3902178,2002883,20260427,CLAUDINE-MARGOT CHARPENTIER
FT0610347,AC,2001105,EUR,3796723,2000854,20260427,ANTOINE LÉVY
FT0610348,AC,2001015,USD,1551560,2001257,20260427,ANTOINETTE-EMMANUELLE GODARD
FT0610349,AC,2002740,EUR,1578418,2001487,20260427,ALICE MARTINEZ
FT0620000,AC,2001435,XAF,1129382,2001841,20260428,HUGUES BONNET
FT0620001,AC,2002793,XAF,3818987,2003194,20260428,MICHEL-PATRICK DELANNOY
FT0620002,AC,2002332,EUR,2670945,2000149,20260428,JEANNE MARCHAL
FT0620003,AC,2000976,XAF,3595954,2002882,20260428,SUSANNE MASSON LE BÈGUE
FT0620004,AC,2000926,XAF,569263,2002913,20260428,ADÉLAÏDE DUPUIS-DURAND
FT0620005,AC,2000051,USD,1452569,2003150,20260428,MARTIN PEREIRA
FT0620006,AC,2002476,USD,4211582,2003240,20260428,MARIANNE ROUX
FT0620007,AC,2002590,EUR,192691,2002015,20260428,ÉLÉONORE PRUVOST LE VAILLANT
FT0620008,AC,2002253,USD,365569,2002148,20260428,JULES DE PARIS
FT0620009,AC,2003104,EUR,1508255,2001625,20260428,ADÉLAÏDE-THÉRÈSE PIERRE
FT0620010,AC,2001349,XAF,1011969,2000486,20260428,FRANÇOIS POIRIER
FT0620011,AC,2000093,USD,3367082,2002189,20260428,JULIEN DE LA BOULANGER
FT0620012,AC,2003240,USD,574007,2000656,20260428,ROLAND HUET
FT0620013,AC,2000049,EUR,2767011,2002119,20260428,PHILIPPE-TRISTAN GILLET
FT0620014,AC,2002091,USD,4094124,2001015,20260428,JULIETTE LACROIX DE MAHE
FT0620015,AC,2000272,USD,1033939,2003148,20260428,DIANE LE ROUX-SALMON
FT0620016,AC,2003215,XAF,3805176,2000565,20260428,LUC MULLER
FT0620017,AC,2000417,USD,4480073,2002665,20260428,CÉLINE THIBAULT
FT0620018,AC,2000239,USD,4017395,2001570,20260428,FRANÇOIS GONZALEZ
FT0620019,AC,2003011,EUR,2785312,2000471,20260428,ANTOINETTE LEROY
FT0620020,AC,2001583,EUR,4110183,2001045,20260428,EUGÈNE DE LA LEGENDRE
FT0620021,AC,2003099,USD,2921036,2001166,20260428,EUGÈNE LAMBERT
FT0620022,AC,2000943,XAF,4789352,2000178,20260428,THIERRY SAUVAGE
FT0620023,AC,2000127,XAF,3575490,2002331,20260428,ÉDOUARD ALLAIN DE SCHMITT
FT0620024,AC,2001203,EUR,4781593,2002701,20260428,LUC DE LA GRENIER
FT0620025,AC,2002603,USD,1542363,2002556,20260428,JACQUES GUIBERT
FT0620026,AC,2000480,XAF,4847120,2000777,20260428,ISAAC-THÉODORE GEORGES
FT0620027,AC,2001105,EUR,2422958,2002825,20260428,ANTOINE LÉVY
FT0620028,AC,2000996,XAF,1565858,2000496,20260428,ARNAUDE BOUTIN
FT0620029,AC,2002206,XAF,390626,2001999,20260428,FRÉDÉRIQUE ARNAUD
FT0620030,AC,2002447,USD,2357353,2000282,20260428,VINCENT PASCAL
FT0620031,AC,2000738,USD,4140918,2003146,20260428,WILLIAM DU CLERC
FT0620032,AC,2002928,XAF,3059709,2001184,20260428,PHILIPPE WEISS
FT0620033,AC,2002162,XAF,4194046,2002512,20260428,AUDREY HARDY
FT0620034,AC,2001624,USD,1340786,2000260,20260428,ASTRID MULLER
FT0620035,AC,2001713,XAF,2737832,2001608,20260428,ROBERT LECOMTE
FT0620036,AC,2001442,EUR,3475413,2001447,20260428,ANTOINETTE LEROY
FT0620037,AC,2002936,EUR,450313,2001599,20260428,AGNÈS CARON DE FAIVRE
FT0620038,AC,2002054,XAF,1365340,2002211,20260428,DANIEL BLANC
FT0620039,AC,2001508,EUR,852668,2001941,20260428,VICTOR DUVAL
FT0620040,AC,2000291,XAF,3734540,2001310,20260428,MARCEL ROGER
FT0620041,AC,2003116,EUR,663122,2000405,20260428,XAVIER LELIÈVRE
FT0620042,AC,2001957,USD,3323484,2002669,20260428,ALPHONSE LE FABRE
FT0620043,AC,2000842,EUR,3517556,2002761,20260428,THIBAUT MICHAUD
FT0620044,AC,2001192,EUR,2194386,2000259,20260428,RÉMY DUPUY-WEISS
FT0620045,AC,2001891,XAF,180379,2000597,20260428,JULIEN BLANC-HUBERT
FT0620046,AC,2003110,XAF,2390273,2000532,20260428,CONSTANCE FERRAND
FT0620047,AC,2000240,USD,268745,2000742,20260428,LAURENT ROBERT
FT0620048,AC,2001845,EUR,949671,2001312,20260428,DENIS BOYER
FT0620049,AC,2000457,EUR,325770,2000745,20260428,CHARLES ROBERT-DELORME
FT0620050,AC,2002341,EUR,1900348,2000085,20260428,MICHELLE DIJOUX DU COUSIN
FT0620051,AC,2002046,USD,4831017,2001416,20260428,ÉLÉONORE VIDAL
FT0620052,AC,2001890,XAF,1876759,2001393,20260428,HÉLÈNE RENARD
FT0620053,AC,2000365,XAF,2106140,2000847,20260428,BENJAMIN NEVEU DU MICHEL
FT0620054,AC,2002107,USD,2255888,2001638,20260428,ALFRED BAZIN
FT0620055,AC,2000247,EUR,3691972,2000160,20260428,PHILIPPINE DE LA PETIT
FT0620056,AC,2001785,USD,815917,2000816,20260428,ROBERT BENARD
FT0620057,AC,2001599,EUR,4330861,2002623,20260428,COLETTE NOËL
FT0620058,AC,2000089,USD,3226942,2002616,20260428,ALICE-MANON GAUDIN
FT0620059,AC,2002604,USD,2189743,2001237,20260428,SOPHIE GONCALVES-DIALLO
FT0620060,AC,2000042,XAF,2677335,2000062,20260428,MICHÈLE CARPENTIER
FT0620061,AC,2001042,XAF,674326,2002987,20260428,PAUL MOREL
FT0620062,AC,2002536,XAF,4004437,2001594,20260428,CAROLINE HAMON
FT0620063,AC,2002031,XAF,697004,2003008,20260428,MATTHIEU LECOQ
FT0620064,AC,2003039,XAF,2547845,2000603,20260428,ARNAUDE BOUTIN
FT0620065,AC,2000635,XAF,3683574,2001456,20260428,PATRICIA GRÉGOIRE
FT0620066,AC,2002884,XAF,2015895,2003062,20260428,MARYSE-FRÉDÉRIQUE OLLIVIER
FT0620067,AC,2002997,XAF,3063874,2000287,20260428,NICOLE FOUQUET DE LA LOPES
FT0620068,AC,2003225,EUR,3367781,2000353,20260428,MARGARET LACROIX
FT0620069,AC,2002872,EUR,1000310,2001855,20260428,VIRGINIE FLEURY
FT0620070,AC,2000560,EUR,4458661,2000225,20260428,PIERRE FAURE
FT0620071,AC,2001026,USD,349088,2001678,20260428,CHRISTOPHE BÈGUE
FT0620072,AC,2001761,XAF,3312430,2001606,20260428,JOSEPH MARION
FT0620073,AC,2000651,EUR,4869083,2001084,20260428,AURÉLIE-NATHALIE GILLET
FT0620074,AC,2003121,XAF,3280491,2000437,20260428,BERNARD GIRAUD
FT0620075,AC,2003103,USD,2651592,2002229,20260428,MAURICE DE SOUSA
FT0620076,AC,2002869,XAF,3047111,2000832,20260428,SYLVIE MEUNIER-JACQUET
FT0620077,AC,2002533,XAF,3225133,2000926,20260428,ÉLÉONORE PRUVOST LE VAILLANT
FT0620078,AC,2002740,EUR,1925918,2000085,20260428,ALICE MARTINEZ
FT0620079,AC,2000353,EUR,4595145,2001160,20260428,CHRISTINE LAROCHE
FT0620080,AC,2002089,USD,3767349,2001886,20260428,BERNARD NEVEU
FT0620081,AC,2003187,EUR,2400379,2001084,20260428,HENRIETTE MONNIER
FT0620082,AC,2003214,EUR,957333,2002850,20260428,LAETITIA HERNANDEZ
FT0620083,AC,2000405,EUR,3607791,2003067,20260428,NATHALIE-ÉDITH DENIS
FT0620084,AC,2001229,EUR,4372556,2002333,20260428,MARTINE LE GOFF
FT0620085,AC,2001187,USD,837192,2002696,20260428,HUGUES BAUDRY-LEGRAND
FT0620086,AC,2000298,XAF,4962827,2001670,20260428,JÉRÔME HUET
FT0620087,AC,2001333,USD,1085717,2000132,20260428,GEORGES TECHER DE LA COLLIN
FT0620088,AC,2003196,USD,4474429,2001416,20260428,BERNADETTE OLLIVIER
FT0620089,AC,2002604,USD,3884517,2000272,20260428,SOPHIE GONCALVES-DIALLO
FT0620090,AC,2000560,EUR,455718,2002366,20260428,PIERRE FAURE
FT0620091,AC,2000546,USD,508694,2001678,20260428,MICHELLE-MARGUERITE AUGER
FT0620092,AC,2000350,EUR,2519781,2001764,20260428,ZACHARIE MARTINS-CLERC
FT0620093,AC,2001901,USD,714807,2002312,20260428,FRANÇOIS GUICHARD
FT0620094,AC,2002793,XAF,338354,2001597,20260428,MICHEL-PATRICK DELANNOY
FT0620095,AC,2000141,USD,2591751,2002065,20260428,OLIVIER DE LA RIVIÈRE
FT0620096,AC,2001352,XAF,3809181,2001267,20260428,EMMANUELLE BLIN
FT0620097,AC,2002730,USD,4393282,2002615,20260428,MADELEINE ROY
FT0620098,AC,2001759,XAF,1278641,2002336,20260428,ODETTE GUILBERT
FT0620099,AC,2000223,XAF,4441185,2002225,20260428,GRÉGOIRE SANCHEZ
FT0620100,AC,2000918,EUR,2756343,2002284,20260428,ROBERT LECOMTE
FT0620101,AC,2000180,EUR,2073614,2001993,20260428,BENOÎT-EUGÈNE LECOMTE
FT0620102,AC,2002968,XAF,2003424,2001437,20260428,JACQUES ALLAIN-GOMES
FT0620103,AC,2001947,XAF,2315838,2002484,20260428,CLAIRE BERGER
FT0620104,AC,2000585,USD,1730756,2000957,20260428,OLIVIER DE AUBERT
FT0620105,AC,2001203,EUR,3599339,2002427,20260428,LUC DE LA GRENIER
FT0620106,AC,2000163,USD,4657475,2002699,20260428,CHRISTOPHE BÈGUE
FT0620107,AC,2000357,USD,4560565,2003191,20260428,MARTIN GAUTIER
FT0620108,AC,2000866,USD,2339823,2001265,20260428,LUCAS-ARTHUR LEFEBVRE
FT0620109,AC,2002115,EUR,632765,2002900,20260428,AUGUSTIN DIJOUX-CHAUVEAU
FT0620110,AC,2001701,EUR,958982,2002276,20260428,JULES COSTE
FT0620111,AC,2000597,XAF,265751,2002069,20260428,CAROLINE ALLAIN
FT0620112,AC,2001804,EUR,4211404,2000149,20260428,HENRI MUNOZ
FT0620113,AC,2000392,USD,1137495,2000306,20260428,MARINE LE BOUCHER
FT0620114,AC,2000277,XAF,3068827,2000450,20260428,OLIVIER LECONTE
FT0620115,AC,2000546,USD,690479,2003099,20260428,MICHELLE-MARGUERITE AUGER
FT0620116,AC,2003151,USD,2970393,2001819,20260428,SUSANNE MEUNIER
FT0620117,AC,2001622,EUR,940256,2002910,20260428,MATTHIEU BRUNEL
FT0620118,AC,2000860,EUR,265599,2002126,20260428,ROLAND LACROIX-BARTHELEMY
FT0620119,AC,2000650,USD,797261,2002065,20260428,BENJAMIN TRAORE DU GARCIA
FT0620120,AC,2000817,EUR,3975271,2001787,20260428,FRANÇOIS TECHER DE LA VALLÉE
FT0620121,AC,2002919,USD,1427938,2000848,20260428,PAUL MOREAU LE PIRES
FT0620122,AC,2001664,EUR,88995,2003174,20260428,ADÉLAÏDE DUPUIS-DURAND
FT0620123,AC,2000283,EUR,1413192,2003022,20260428,ARNAUDE DELORME DU HOARAU
FT0620124,AC,2002930,USD,3146037,2001280,20260428,OLIVIER DENIS DE LA BARBE
FT0620125,AC,2001700,USD,145500,2002387,20260428,PAUL FLEURY
FT0620126,AC,2001018,XAF,4880432,2001430,20260428,GRÉGOIRE-LAURENT LE ROUX
FT0620127,AC,2001974,XAF,4152089,2002502,20260428,WILLIAM BRUN-GEORGES
FT0620128,AC,2001116,EUR,533394,2000469,20260428,BRIGITTE MARIE DE LA PARIS
FT0620129,AC,2002747,XAF,2964014,2003047,20260428,MICHELLE LÉGER
FT0620130,AC,2002341,EUR,1549116,2002115,20260428,MICHELLE DIJOUX DU COUSIN
FT0620131,AC,2001167,USD,949852,2002852,20260428,HONORÉ BRUN
FT0620132,AC,2000745,EUR,2447131,2000786,20260428,DOMINIQUE DU JACOB
FT0620133,AC,2000516,USD,2758907,2000333,20260428,ARTHUR DU REY
FT0620134,AC,2000089,USD,2351660,2002934,20260428,ALICE-MANON GAUDIN
FT0620135,AC,2002543,XAF,1574317,2002688,20260428,LOUISE LEBON
FT0620136,AC,2000085,EUR,3823485,2000283,20260428,ÉDOUARD DU VASSEUR
FT0620137,AC,2002400,XAF,4568586,2000735,20260428,GABRIELLE BRUNET
FT0620138,AC,2002126,EUR,579926,2001452,20260428,EMMANUELLE BOULAY DU LEBRUN
FT0620139,AC,2000402,XAF,3863661,2001516,20260428,YVES LEFÈVRE
FT0620140,AC,2001213,XAF,3573905,2002845,20260428,GRÉGOIRE MUNOZ
FT0620141,AC,2002332,EUR,1456075,2001926,20260428,JEANNE MARCHAL
FT0620142,AC,2002852,USD,3360431,2001237,20260428,ÉLÉONORE DU LECOMTE
FT0620143,AC,2002841,EUR,1346624,2000142,20260428,LOUISE LEBON
FT0620144,AC,2000741,XAF,3906512,2000495,20260428,ROLAND-DENIS BENOIT
FT0620145,AC,2002231,USD,3465843,2000765,20260428,WILLIAM-FRÉDÉRIC GRENIER
FT0620146,AC,2000082,USD,873156,2002064,20260428,RÉMY BARRE
FT0620147,AC,2002885,USD,1777590,2002253,20260428,ZACHARIE BAUDRY
FT0620148,AC,2000338,EUR,586782,2003218,20260428,NICOLE BRIAND-ALBERT
FT0620149,AC,2001115,XAF,3266095,2000475,20260428,SUZANNE NICOLAS
FT0620150,AC,2001908,USD,49055,2002107,20260428,ADRIENNE GUÉRIN
FT0620151,AC,2003231,EUR,4632852,2000979,20260428,MARC PRÉVOST
FT0620152,AC,2000578,USD,2610978,2001220,20260428,MARTIN BAILLY
FT0620153,AC,2001017,XAF,3854637,2003243,20260428,BERNARD LEBLANC
FT0620154,AC,2002676,XAF,4631321,2000889,20260428,CHRISTOPHE HOAREAU
FT0620155,AC,2001794,EUR,2797726,2002936,20260428,ANOUK MUNOZ
FT0620156,AC,2000095,USD,2282468,2000764,20260428,ALEXANDRIA MOULIN
FT0620157,AC,2001820,XAF,1027108,2000362,20260428,DOMINIQUE BENOIT
FT0620158,AC,2000223,XAF,343018,2002043,20260428,GRÉGOIRE SANCHEZ
FT0620159,AC,2000048,EUR,4298152,2000928,20260428,CORINNE GAY-HOAREAU
FT0620160,AC,2000703,USD,4294811,2000561,20260428,ANTOINETTE-EMMANUELLE GODARD
FT0620161,AC,2002349,XAF,1457236,2001244,20260428,MAURICE DE SOUSA
FT0620162,AC,2002523,XAF,815187,2001341,20260428,DOROTHÉE BARBIER
FT0620163,AC,2000900,USD,372260,2002608,20260428,ÉDOUARD DE LA BLONDEL
FT0620164,AC,2002219,EUR,4515397,2001854,20260428,CATHERINE BERGER-LAURENT
FT0620165,AC,2001415,USD,4136226,2002627,20260428,OLIVIER DE LA RIVIÈRE
FT0620166,AC,2002312,USD,3277028,2002419,20260428,GILLES MARTY
FT0620167,AC,2000578,USD,387115,2001957,20260428,MARTIN BAILLY
FT0620168,AC,2001733,XAF,3315761,2001826,20260428,FRANCK PARENT
FT0620169,AC,2002486,EUR,4806705,2000862,20260428,GABRIELLE BRUNET
FT0620170,AC,2000093,USD,4410589,2000957,20260428,JULIEN DE LA BOULANGER
FT0620171,AC,2002680,XAF,3457726,2001118,20260428,LUC-AUGUSTE LEFORT
FT0620172,AC,2001446,XAF,2033841,2001943,20260428,ARNAUDE DELORME DU HOARAU
FT0620173,AC,2002081,USD,1076318,2002608,20260428,PHILIPPINE BOUTIN
FT0620174,AC,2000738,USD,3346982,2001477,20260428,WILLIAM DU CLERC
FT0620175,AC,2000306,USD,2226093,2001816,20260428,JÉRÔME-AIMÉ SEGUIN
FT0620176,AC,2001196,EUR,2584274,2002740,20260428,AIMÉ HENRY
FT0620177,AC,2002527,USD,2428775,2002883,20260428,CONSTANCE-MARCELLE GEORGES
FT0620178,AC,2000744,XAF,1195916,2002971,20260428,DANIELLE GRENIER
FT0620179,AC,2001686,XAF,3629357,2003091,20260428,ODETTE PICARD
FT0620180,AC,2000110,EUR,3490065,2001396,20260428,MARGARET LEMOINE DE LA GUILLAUME
FT0620181,AC,2002526,EUR,3182369,2000088,20260428,ÉLISE SIMON
FT0620182,AC,2001072,EUR,2921554,2000375,20260428,ALIX DE COHEN
FT0620183,AC,2000519,XAF,3924008,2002484,20260428,MARCELLE-THÉRÈSE GAUTIER
FT0620184,AC,2002396,XAF,3959909,2002487,20260428,ASTRID MULLER
FT0620185,AC,2002340,EUR,2073202,2002593,20260428,ALFRED DE LA MARCHAND
FT0620186,AC,2000816,USD,446537,2002823,20260428,VALENTINE COSTE
FT0620187,AC,2001943,XAF,2173780,2002499,20260428,MATTHIEU DE LA POTIER
FT0620188,AC,2003148,USD,4707370,2002571,20260428,STÉPHANIE-CLAUDE COULON
FT0620189,AC,2000973,USD,1449068,2002308,20260428,CÉCILE PINTO
FT0620190,AC,2000035,USD,2994109,2002556,20260428,JULIEN LENOIR DU BESSON
FT0620191,AC,2001283,EUR,3508162,2002486,20260428,CÉCILE-HORTENSE FERNANDES
FT0620192,AC,2001216,USD,4748345,2002102,20260428,MARTIN GAUTIER
FT0620193,AC,2002148,USD,4764652,2001859,20260428,PHILIPPINE BOUTIN
FT0620194,AC,2000656,USD,4993896,2003166,20260428,THIBAUT BENARD
FT0620195,AC,2002579,EUR,2906258,2001135,20260428,TIMOTHÉE DU BOULAY
FT0620196,AC,2002081,USD,306965,2002154,20260428,PHILIPPINE BOUTIN
FT0620197,AC,2000307,EUR,1293222,2000470,20260428,ANTOINE GRONDIN DU DUMONT
FT0620198,AC,2002217,USD,2135398,2000360,20260428,THOMAS DUVAL DU HENRY
FT0620199,AC,2001093,XAF,3227295,2002309,20260428,SYLVIE PERON DE LA SALMON
FT0620200,AC,2000376,XAF,2921375,2000586,20260428,STÉPHANE VALLÉE
FT0620201,AC,2001192,EUR,4633082,2002579,20260428,RÉMY DUPUY-WEISS
FT0620202,AC,2003172,XAF,3340358,2002156,20260428,DANIEL LACROIX
FT0620203,AC,2002917,USD,1458165,2002600,20260428,RÉMY LAGARDE
FT0620204,AC,2001725,USD,4615012,2001859,20260428,CHRISTINE HERNANDEZ
FT0620205,AC,2003104,EUR,2574416,2000903,20260428,ADÉLAÏDE-THÉRÈSE PIERRE
FT0620206,AC,2002933,EUR,4710845,2000414,20260428,ASTRID ALEXANDRE
FT0620207,AC,2002604,USD,730963,2000024,20260428,SOPHIE GONCALVES-DIALLO
FT0620208,AC,2003204,XAF,2730851,2002056,20260428,NOËL LE RENARD
FT0620209,AC,2001764,EUR,3124446,2002134,20260428,JULES COSTE
FT0620210,AC,2000088,EUR,2469151,2000130,20260428,ALFRED-ALEXANDRE PONS
FT0620211,AC,2002455,EUR,3593618,2001945,20260428,LUCAS DE OLIVEIRA
FT0620212,AC,2002759,USD,3621058,2003183,20260428,ADÉLAÏDE LEMONNIER-TOUSSAINT
FT0620213,AC,2002312,USD,4667900,2001477,20260428,GILLES MARTY
FT0620214,AC,2000617,XAF,2092608,2001271,20260428,PAUL MOREAU LE PIRES
FT0620215,AC,2001478,XAF,2394008,2002517,20260428,THIERRY HERNANDEZ
FT0620216,AC,2002665,USD,2565886,2000082,20260428,BENJAMIN TECHER-FOURNIER
FT0620217,AC,2001283,EUR,4345832,2001862,20260428,CÉCILE-HORTENSE FERNANDES
FT0620218,AC,2002601,XAF,662948,2002035,20260428,RAYMOND DU TURPIN
FT0620219,AC,2002386,EUR,2777683,2002281,20260428,STÉPHANE DU PIERRE
FT0620220,AC,2002453,USD,2841490,2003094,20260428,DENIS BOYER
FT0620221,AC,2001538,XAF,893221,2001928,20260428,ROLAND-DENIS BENOIT
FT0620222,AC,2000367,EUR,3118522,2000817,20260428,CÉCILE LUCAS
FT0620223,AC,2002668,XAF,3627226,2003118,20260428,MARINE FERNANDES
FT0620224,AC,2002109,USD,2058000,2002020,20260428,ANTOINE DE RICHARD
FT0620225,AC,2000361,USD,4701371,2001461,20260428,ÉDOUARD PIERRE-HAMEL
FT0620226,AC,2002830,USD,2677979,2003007,20260428,AUGUSTE DE ROYER
FT0620227,AC,2003096,USD,2953052,2000585,20260428,JÉRÔME CHARPENTIER-RAMOS
FT0620228,AC,2001679,XAF,4694249,2000091,20260428,MARCELLE-THÉRÈSE GAUTIER
FT0620229,AC,2002573,XAF,1419026,2001130,20260428,JEANNE ROUSSET
FT0620230,AC,2001629,XAF,2989172,2000724,20260428,HORTENSE LE VOISIN
FT0620231,AC,2001152,EUR,2911651,2002880,20260428,LUCAS CARLIER
FT0620232,AC,2002844,XAF,1237453,2000433,20260428,CAROLINE ALLAIN
FT0620233,AC,2001720,EUR,4920641,2002182,20260428,NICOLE FOUQUET DE LA LOPES
FT0620234,AC,2002089,USD,1410273,2000068,20260428,BERNARD NEVEU
FT0620235,AC,2002994,XAF,941442,2003056,20260428,ISABELLE LÉGER
FT0620236,AC,2000696,XAF,1806624,2003080,20260428,CHRISTOPHE BÈGUE
FT0620237,AC,2000695,XAF,473894,2002733,20260428,BENJAMIN LEGENDRE
FT0620238,AC,2000848,USD,773241,2001960,20260428,NOËL FERNANDES
FT0620239,AC,2001033,XAF,4440281,2001939,20260428,ALIX LAMBERT
FT0620240,AC,2001172,USD,2318800,2001426,20260428,ASTRID ALEXANDRE
FT0620241,AC,2000759,XAF,800087,2001325,20260428,MARTINE GRONDIN
FT0620242,AC,2001265,USD,249748,2000396,20260428,MADELEINE DE ROSSI
FT0620243,AC,2001241,XAF,4710770,2000563,20260428,OLIVIER LECONTE
FT0620244,AC,2002015,EUR,105023,2003188,20260428,MICHÈLE COSTA-LAMBERT
FT0620245,AC,2002457,EUR,3290081,2002085,20260428,FRÉDÉRIQUE FAURE
FT0620246,AC,2000193,XAF,258593,2001729,20260428,ANTOINE GRONDIN DU DUMONT
FT0620247,AC,2000758,EUR,843701,2002195,20260428,GRÉGOIRE GERMAIN
FT0620248,AC,2002355,XAF,97054,2001721,20260428,CONSTANCE DE LA BARON
FT0620249,AC,2002479,USD,2097827,2002093,20260428,LOUIS MORIN
FT0620250,AC,2002539,XAF,1090114,2002995,20260428,MARGOT DANIEL
FT0620251,AC,2001339,USD,497010,2001497,20260428,CHRISTIANE MAILLOT
FT0620252,AC,2002369,USD,4554438,2001458,20260428,BERNADETTE OLIVIER
FT0620253,AC,2001436,XAF,4529939,2000365,20260428,NATH LE MERCIER
FT0620254,AC,2003122,USD,2201043,2000828,20260428,GABRIELLE-ZOÉ DIJOUX
FT0620255,AC,2002264,EUR,3505737,2002258,20260428,JÉRÔME BERNARD
FT0620256,AC,2000272,USD,2407466,2000737,20260428,DIANE LE ROUX-SALMON
FT0620257,AC,2001670,XAF,3926973,2001146,20260428,LUC FERRAND
FT0620258,AC,2000450,XAF,755639,2002285,20260428,DANIELLE HENRY DE LA LEDOUX
FT0620259,AC,2001839,USD,2118000,2002117,20260428,DANIEL DIDIER
FT0620260,AC,2000413,XAF,1082145,2002723,20260428,ÉLODIE GROS
FT0620261,AC,2002214,XAF,3532037,2002503,20260428,HÉLÈNE RENARD
FT0620262,AC,2002544,XAF,4604249,2001005,20260428,ALEXANDRE LAURENT-PERROT
